bet_name,AKB,B3,BF,BY,CE,DP,EE,FB,FR,G5,KN,LD,LS,MA,N4,OE,PP,QN,S6,SI,SK,SX,UN,VC,VT,WA,WH,timestamp
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:19:11.336103+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:19:11.336103+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:19:11.336103+00:00
Donald Trump,1.66,1.62,1.65,1.62,1.53,1.62,1.57,1.62,1.57,1.62,1.53,1.62,1.65,0.0,1.57,1.57,1.57,1.57,1.66,1.6,1.53,1.6,1.62,1.57,1.5,1.61,1.62,2024-11-01T14:24:34.355150+00:00
Kamala Harris,2.5,2.4,2.47,2.38,2.5,2.4,2.38,2.4,2.4,2.4,2.5,2.4,2.47,0.0,2.38,2.38,2.38,2.4,2.4,2.38,2.38,2.38,2.4,2.38,2.6,2.4,2.4,2024-11-01T14:24:34.355150+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:24:34.355150+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:24:34.355150+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:24:34.355150+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:24:34.355150+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:24:34.355150+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:24:34.355150+00:00
Donald Trump,1.66,1.62,1.65,1.62,1.53,1.62,1.57,1.62,1.57,1.62,1.53,1.62,1.65,0.0,1.57,1.57,1.57,1.57,1.65,1.62,1.53,1.62,1.62,1.57,1.5,1.61,1.62,2024-11-01T14:29:58.600208+00:00
Kamala Harris,2.5,2.4,2.47,2.38,2.5,2.4,2.38,2.4,2.4,2.4,2.5,2.4,2.47,0.0,2.38,2.38,2.38,2.4,2.4,2.38,2.38,2.38,2.4,2.38,2.6,2.4,2.4,2024-11-01T14:29:58.600208+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:29:58.600208+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:29:58.600208+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:29:58.600208+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:29:58.600208+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:29:58.600208+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:29:58.600208+00:00
Donald Trump,1.66,1.62,1.66,1.62,1.53,1.62,1.57,1.62,1.57,1.62,1.53,1.62,1.65,0.0,1.57,1.57,1.57,1.57,1.65,1.62,1.53,1.62,1.62,1.57,1.5,1.61,1.62,2024-11-01T14:35:23.874074+00:00
Kamala Harris,2.5,2.4,2.45,2.38,2.5,2.4,2.38,2.4,2.38,2.4,2.5,2.4,2.45,0.0,2.38,2.38,2.38,2.38,2.4,2.38,2.38,2.3,2.4,2.38,2.6,2.4,2.4,2024-11-01T14:35:23.874074+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:35:23.874074+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:35:23.874074+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:35:23.874074+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:35:23.874074+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:35:23.874074+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:35:23.874074+00:00
Donald Trump,1.66,1.62,1.66,1.62,1.53,1.62,1.57,1.62,1.57,1.62,1.53,1.62,1.66,0.0,1.57,1.57,1.57,1.57,1.65,1.62,1.53,1.62,1.62,1.57,1.5,1.61,1.62,2024-11-01T14:40:48.230136+00:00
Kamala Harris,2.5,2.4,2.45,2.38,2.5,2.4,2.38,2.4,2.38,2.4,2.5,2.4,2.45,0.0,2.38,2.38,2.38,2.38,2.4,2.3,2.38,2.3,2.4,2.38,2.6,2.4,2.4,2024-11-01T14:40:48.230136+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:40:48.230136+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:40:48.230136+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:40:48.230136+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:40:48.230136+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:40:48.230136+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:40:48.230136+00:00
Donald Trump,1.66,1.62,1.67,1.62,1.53,1.62,1.57,1.62,1.62,1.62,1.53,1.62,1.66,0.0,1.57,1.57,1.57,1.62,1.65,1.62,1.53,1.62,1.62,1.57,1.5,1.61,1.62,2024-11-01T14:46:11.898663+00:00
Kamala Harris,2.5,2.4,2.45,2.38,2.5,2.4,2.38,2.4,2.3,2.4,2.5,2.4,2.45,0.0,2.38,2.38,2.38,2.3,2.4,2.3,2.38,2.3,2.4,2.38,2.6,2.4,2.4,2024-11-01T14:46:11.898663+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:46:11.898663+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:46:11.898663+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:46:11.898663+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:46:11.898663+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:46:11.898663+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:46:11.898663+00:00
Donald Trump,1.66,1.62,1.67,1.62,1.53,1.62,1.57,1.62,1.62,1.62,1.53,1.62,1.66,0.0,1.57,1.57,1.57,1.62,1.65,1.62,1.53,1.62,1.62,1.57,1.5,1.61,1.62,2024-11-01T14:51:36.423049+00:00
Kamala Harris,2.5,2.4,2.45,2.38,2.5,2.4,2.38,2.38,2.3,2.4,2.5,2.4,2.45,0.0,2.38,2.38,2.38,2.3,2.4,2.3,2.38,2.3,2.4,2.38,2.6,2.4,2.4,2024-11-01T14:51:36.423049+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:51:36.423049+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:51:36.423049+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:51:36.423049+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:51:36.423049+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:51:36.423049+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:51:36.423049+00:00
Donald Trump,1.66,1.62,1.67,1.62,1.53,1.62,1.57,1.62,1.62,1.62,1.53,1.62,1.66,0.0,1.57,1.57,1.57,1.62,1.65,1.62,1.53,1.62,1.62,1.57,1.5,1.61,1.62,2024-11-01T14:57:00.818956+00:00
Kamala Harris,2.5,2.4,2.45,2.38,2.5,2.4,2.38,2.38,2.3,2.4,2.5,2.35,2.45,0.0,2.38,2.38,2.38,2.3,2.4,2.3,2.38,2.3,2.4,2.38,2.6,2.4,2.4,2024-11-01T14:57:00.818956+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:57:00.818956+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:57:00.818956+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:57:00.818956+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:57:00.818956+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:57:00.818956+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T14:57:00.818956+00:00
Donald Trump,1.66,1.62,1.67,1.62,1.53,1.62,1.57,1.62,1.62,1.63,1.53,1.62,1.66,0.0,1.57,1.57,1.57,1.62,1.65,1.62,1.53,1.62,1.63,1.57,1.5,1.61,1.62,2024-11-01T15:02:24.691067+00:00
Kamala Harris,2.5,2.4,2.45,2.38,2.5,2.4,2.38,2.38,2.3,2.3,2.5,2.35,2.43,0.0,2.38,2.38,2.38,2.3,2.4,2.3,2.38,2.3,2.3,2.38,2.6,2.4,2.38,2024-11-01T15:02:24.691067+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:02:24.691067+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:02:24.691067+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:02:24.691067+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:02:24.691067+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:02:24.691067+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:02:24.691067+00:00
Donald Trump,1.66,1.62,1.67,1.62,1.53,1.62,1.57,1.62,1.62,1.63,1.53,1.62,1.66,0.0,1.57,1.57,1.57,1.62,1.65,1.62,1.53,1.62,1.63,1.57,1.5,1.61,1.62,2024-11-01T15:07:49.219863+00:00
Kamala Harris,2.5,2.4,2.45,2.38,2.5,2.38,2.38,2.38,2.3,2.3,2.5,2.35,2.43,0.0,2.38,2.38,2.38,2.3,2.4,2.3,2.38,2.3,2.3,2.38,2.6,2.4,2.38,2024-11-01T15:07:49.219863+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:07:49.219863+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:07:49.219863+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:07:49.219863+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:07:49.219863+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:07:49.219863+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:07:49.219863+00:00
Donald Trump,1.66,1.62,1.67,1.62,1.53,1.62,1.57,1.62,1.62,1.63,1.53,1.62,1.66,0.0,1.57,1.57,1.57,1.62,1.66,1.62,1.53,1.62,1.63,1.57,1.5,1.61,1.62,2024-11-01T15:13:13.287889+00:00
Kamala Harris,2.5,2.4,2.45,2.38,2.5,2.38,2.38,2.38,2.3,2.3,2.5,2.35,2.45,0.0,2.38,2.38,2.38,2.3,2.4,2.3,2.38,2.3,2.3,2.38,2.6,2.4,2.4,2024-11-01T15:13:13.287889+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:13:13.287889+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:13:13.287889+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:13:13.287889+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:13:13.287889+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:13:13.287889+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:13:13.287889+00:00
Donald Trump,1.66,1.62,1.67,1.62,1.57,1.63,1.57,1.62,1.62,1.63,1.57,1.62,1.66,0.0,1.57,1.57,1.57,1.62,1.66,1.62,1.53,1.62,1.63,1.57,1.5,1.61,1.62,2024-11-01T15:18:37.373481+00:00
Kamala Harris,2.5,2.4,2.45,2.38,2.37,2.38,2.38,2.38,2.3,2.3,2.37,2.35,2.45,0.0,2.38,2.38,2.38,2.3,2.4,2.38,2.38,2.3,2.3,2.38,2.6,2.4,2.38,2024-11-01T15:18:37.373481+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:18:37.373481+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:18:37.373481+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:18:37.373481+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:18:37.373481+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:18:37.373481+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:18:37.373481+00:00
Donald Trump,1.66,1.62,1.66,1.62,1.57,1.63,1.57,1.62,1.62,1.63,1.57,1.62,1.65,0.0,1.57,1.57,1.57,1.62,1.66,1.62,1.53,1.62,1.63,1.57,1.5,1.61,1.62,2024-11-01T15:24:01.716407+00:00
Kamala Harris,2.5,2.4,2.47,2.38,2.37,2.38,2.38,2.38,2.3,2.3,2.37,2.35,2.47,0.0,2.38,2.38,2.38,2.3,2.4,2.38,2.38,2.3,2.3,2.38,2.6,2.4,2.38,2024-11-01T15:24:01.716407+00:00
J D Vance,0.0,0.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:24:01.716407+00:00
Tim Walz,0.0,0.0,0.0,0.0,201.0,0.0,0.0,251.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:24:01.716407+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:24:01.716407+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:24:01.716407+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:24:01.716407+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01T15:24:01.716407+00:00
Donald Trump,1.66,1.62,1.65,1.62,1.57,1.63,1.57,1.62,1.62,1.63,1.57,1.62,1.64,0.0,1.57,1.57,1.57,1.62,1.66,1.6,1.53,1.6,1.63,1.57,1.5,1.61,1.62,2024-11-01T15:29:25.293222+00:00
Kamala Harris,2.5,2.4,2.49,2.38,2.37,2.38,2.38,2.38,2.3,2.38,2.37,2.38,2.49,0.0,2.38,2.38,2.38,2.3,2.4,2.38,2.38,2.38,2.3,2.38,2.6,2.4,2.38,2024-11-01T15:29:25.293222+00:00
